,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
560,490,17,Nott'm Forest,2,False,2023-08-18T18:45:00Z,2,1,2,73,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.1,13.0,1.1,1,0.05,0.05,0.10,1.25,45,5078,152039,15466,10388,490,William Osula,45,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
561,576,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,13,14.2,1.5,6.0,2.2,1,0.04,0.03,0.07,1.36,45,-189,8151,447,636,576,Jack Robinson,45,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
562,587,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-939,5028,138,1077,587,Anis Slimane,49,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
563,592,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,45,0,0,0,1,0,0,0,0,0,0,0,2,9.8,0.6,2.0,1.2,0,0.00,0.00,0.00,0.55,45,-504,5575,92,596,592,Yasser Larouci,45,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
564,593,17,Nott'm Forest,2,False,2023-08-18T18:45:00Z,2,1,2,81,0,0,0,1,0,0,0,0,0,0,0,-2,3.6,1.1,19.0,2.4,1,0.27,0.03,0.30,1.25,55,643,7805,1756,1113,593,Bénie Traoré,55,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
565,638,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,57,0,0,0,1,0,0,0,0,0,0,0,9,15.2,12.0,8.0,3.5,1,0.06,0.00,0.06,0.82,50,24,673,111,87,638,Vini de Souza Costa,50,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
566,653,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,708,2863,833,125,653,Femi Seriki,40,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
567,654,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,985,3060,1206,221,654,Louie Marsh,45,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
568,655,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,16,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,0,0.00,0.00,0.00,0.12,45,938,2455,1132,194,655,Andre Brooks,45,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
569,656,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,8,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,45,2035,5563,2574,539,656,Antwoine Hackford,45,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
570,663,30,Man City,2,True,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,6.0,10.6,6.0,2.3,1,0.14,0.02,0.16,3.52,50,5450,10260,6568,1118,663,Gustavo Hamer,50,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
571,491,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-25,21782,1211,1236,491,Brandon Austin,40,GKP,Spurs,Man Utd,Spurs
572,492,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-180,740,86,266,492,Rodrigo Bentancur,55,MID,Spurs,Man Utd,Spurs
573,493,18,Man Utd,3,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,21.0,2.0,7.0,3.0,1,0.07,0.01,0.08,1.99,50,1859,25475,4876,3017,493,Yves Bissouma,50,MID,Spurs,Man Utd,Spurs
574,494,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-134,509,37,171,494,Bryan Gil Salvatierra,50,MID,Spurs,Man Utd,Spurs
575,495,18,Man Utd,4,True,2023-08-19T16:30:00Z,2,0,2,20,0,1,0,0,0,0,0,0,0,0,0,8,9.2,3.5,6.0,1.9,0,0.43,0.00,0.43,0.35,45,-9193,64354,1048,10241,495,Ben Davies,45,DEF,Spurs,Man Utd,Spurs
576,496,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-12973,91371,2473,15446,496,Eric Dier,44,DEF,Spurs,Man Utd,Spurs
577,497,18,Man Utd,1,True,2023-08-19T16:30:00Z,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,0,0.00,0.00,0.00,0.26,45,69317,164903,78731,9414,497,Emerson Leite de Souza Junior,45,DEF,Spurs,Man Utd,Spurs
578,498,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-47492,324113,298,47790,498,Fraser Forster,40,GKP,Spurs,Man Utd,Spurs
579,499,18,Man Utd,1,True,2023-08-19T16:30:00Z,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,4,7.4,2.1,0.0,1.0,0,0.00,0.01,0.01,0.35,55,-10174,45916,967,11141,499,Pierre-Emile Højbjerg,54,MID,Spurs,Man Utd,Spurs
580,500,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,125,-259523,111065,565,260088,500,Harry Kane,125,FWD,Spurs,Man Utd,Spurs
581,501,18,Man Utd,3,True,2023-08-19T16:30:00Z,2,0,2,87,0,0,1,0,0,0,0,0,0,0,0,7,11.4,18.6,30.0,6.0,1,0.08,0.02,0.09,1.73,70,-15200,118558,3232,18432,501,Dejan Kulusevski,70,MID,Spurs,Man Utd,Spurs
582,502,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-8495,67615,2672,11167,502,Hugo Lloris,49,GKP,Spurs,Man Utd,Spurs
583,503,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2419,10509,382,2801,503,Giovani Lo Celso,49,MID,Spurs,Man Utd,Spurs
584,504,18,Man Utd,3,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,12,16.4,41.9,32.0,9.0,1,0.10,0.25,0.35,1.99,75,227659,1343823,275119,47460,504,James Maddison,77,MID,Spurs,Man Utd,Spurs
585,505,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4673,45831,2352,7025,505,Tanguy Ndombélé Alvaro,44,MID,Spurs,Man Utd,Spurs
586,506,18,Man Utd,6,True,2023-08-19T16:30:00Z,2,0,2,87,0,0,1,0,0,0,0,0,0,0,0,26,15.4,17.2,3.0,3.6,1,0.10,0.12,0.22,1.73,50,-35402,158790,5884,41286,506,Pedro Porro,49,DEF,Spurs,Man Utd,Spurs
587,507,18,Man Utd,1,True,2023-08-19T16:30:00Z,2,0,2,20,0,0,0,0,0,0,0,0,0,0,0,6,3.6,21.3,8.0,3.3,0,0.00,0.44,0.44,0.35,50,-25897,262482,11662,37559,507,Ivan Perišić,49,DEF,Spurs,Man Utd,Spurs
588,508,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3017,19547,548,3565,508,Sergio Reguilón,44,DEF,Spurs,Man Utd,Spurs
589,509,18,Man Utd,3,True,2023-08-19T16:30:00Z,2,0,2,69,0,0,1,0,0,0,0,0,0,0,0,2,9.0,12.3,2.0,2.3,1,0.00,0.01,0.01,1.64,70,-14014,363326,28516,42530,509,Richarlison de Andrade,69,MID,Spurs,Man Utd,Spurs
590,510,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-4981,15136,0,4981,510,Joe Rodon,40,DEF,Spurs,Man Utd,Spurs
591,511,18,Man Utd,6,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,26,33.0,1.1,4.0,3.8,1,0.08,0.01,0.09,1.99,45,-6142,90083,9941,16083,511,Cristian Romero,46,DEF,Spurs,Man Utd,Spurs
592,512,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1313,16468,714,2027,512,Davinson Sánchez,44,DEF,Spurs,Man Utd,Spurs
593,513,18,Man Utd,10,True,2023-08-19T16:30:00Z,2,0,2,75,1,0,1,0,0,0,0,0,0,0,2,36,39.2,14.6,70.0,12.4,1,0.67,0.03,0.70,1.64,45,-3487,87103,6746,10233,513,Pape Matar Sarr,45,MID,Spurs,Man Utd,Spurs
594,514,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-164,735,51,215,514,Ryan Sessegnon,45,DEF,Spurs,Man Utd,Spurs
595,515,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2806,18822,926,3732,515,Oliver Skipp,49,MID,Spurs,Man Utd,Spurs
596,516,18,Man Utd,3,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,20,18.4,50.8,21.0,9.0,1,0.13,0.38,0.51,1.99,90,-7346,499228,56308,63654,516,Son Heung-min,90,MID,Spurs,Man Utd,Spurs
597,517,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1677,55406,3056,4733,517,Djed Spence,40,DEF,Spurs,Man Utd,Spurs
598,518,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1660,81324,4986,6646,518,Japhet Tanganga,40,DEF,Spurs,Man Utd,Spurs
599,519,18,Man Utd,5,True,2023-08-19T16:30:00Z,2,0,2,69,0,0,1,0,0,0,0,1,0,0,0,10,10.2,12.3,37.0,6.0,1,0.15,0.09,0.24,1.64,45,8520,207601,16364,7844,519,Destiny Udogie,46,DEF,Spurs,Man Utd,Spurs
600,520,18,Man Utd,11,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,6,3,41,45.0,0.0,0.0,4.5,1,0.00,0.00,0.00,1.99,50,-2543,41355,1767,4310,520,Guglielmo Vicario,50,GKP,Spurs,Man Utd,Spurs
601,521,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-3401,22114,223,3624,521,Alfie Whiteman,40,GKP,Spurs,Man Utd,Spurs
602,583,18,Man Utd,1,True,2023-08-19T16:30:00Z,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.6,0.0,0.4,0,0.00,0.00,0.00,0.26,55,-2368,12336,272,2640,583,Manor Solomon,54,MID,Spurs,Man Utd,Spurs
603,639,18,Man Utd,7,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,1,28,15.4,1.1,0.0,1.7,1,0.00,0.01,0.01,1.99,45,2771,27392,4751,1980,639,Micky van de Ven,45,DEF,Spurs,Man Utd,Spurs
604,640,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-176,32438,4169,4345,640,Dane Scarlett,45,FWD,Spurs,Man Utd,Spurs
605,641,18,Man Utd,0,True,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-515,5971,1127,1642,641,Alejo Véliz,55,FWD,Spurs,Man Utd,Spurs
606,522,19,Chelsea,5,True,2023-08-20T15:30:00Z,3,1,2,66,1,0,0,1,0,0,0,0,1,0,0,11,38.0,0.0,33.0,7.1,1,0.13,0.00,0.13,2.63,45,-2631,52081,2280,4911,522,Nayef Aguerd,45,DEF,West Ham,Chelsea,West Ham
607,523,19,Chelsea,9,True,2023-08-20T15:30:00Z,3,1,2,75,1,0,0,1,0,0,0,0,0,0,3,32,31.4,3.2,22.0,5.7,1,0.22,0.00,0.22,2.26,60,-28611,193305,9899,38510,523,Michail Antonio,60,FWD,West Ham,Chelsea,West Ham
608,524,19,Chelsea,10,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,1,0,0,0,3,2,31,38.2,0.0,0.0,3.8,1,0.00,0.00,0.00,2.45,40,50058,2110039,93606,43548,524,Alphonse Areola,41,GKP,West Ham,Chelsea,West Ham
609,525,19,Chelsea,2,True,2023-08-20T15:30:00Z,3,1,2,68,0,0,0,1,0,0,0,0,0,0,0,2,0.6,4.8,6.0,1.1,1,0.07,0.03,0.10,2.26,60,-8815,77420,4162,12977,525,Saïd Benrahma,59,MID,West Ham,Chelsea,West Ham
610,526,19,Chelsea,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,4,8.4,0.8,46.0,5.5,1,0.38,0.02,0.40,2.45,70,27488,454850,57567,30079,526,Jarrod Bowen,70,MID,West Ham,Chelsea,West Ham
611,527,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1020,7205,130,1150,527,Maxwel Cornet,54,MID,West Ham,Chelsea,West Ham
612,528,19,Chelsea,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,8,10.6,4.1,0.0,1.5,1,0.00,0.04,0.04,2.45,45,-370,25454,1947,2317,528,Vladimír Coufal,45,DEF,West Ham,Chelsea,West Ham
613,529,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-530,8495,654,1184,529,Conor Coventry,44,MID,West Ham,Chelsea,West Ham
614,530,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-11945,79839,1715,13660,530,Aaron Cresswell,44,DEF,West Ham,Chelsea,West Ham
615,531,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-341,2475,88,429,531,Flynn Downes,50,MID,West Ham,Chelsea,West Ham
616,532,19,Chelsea,4,True,2023-08-20T15:30:00Z,3,1,2,90,0,1,0,1,0,0,0,1,0,0,0,17,25.4,10.5,4.0,4.0,1,0.00,0.01,0.01,2.45,45,-2130,32516,1484,3614,532,Emerson Palmieri dos Santos,45,DEF,West Ham,Chelsea,West Ham
617,533,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-33222,254949,4528,37750,533,Lukasz Fabianski,44,GKP,West Ham,Chelsea,West Ham
618,534,19,Chelsea,1,True,2023-08-20T15:30:00Z,3,1,2,14,0,0,0,0,0,0,0,0,0,0,0,5,6.2,11.8,17.0,3.5,0,0.11,0.00,0.11,0.18,50,-761,9388,468,1229,534,Pablo Fornals Malla,49,MID,West Ham,Chelsea,West Ham
619,535,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-33018,146508,4296,37314,535,Danny Ings,59,FWD,West Ham,Chelsea,West Ham
620,536,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-856,7197,92,948,536,Ben Johnson,44,DEF,West Ham,Chelsea,West Ham
621,537,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1688,14165,226,1914,537,Thilo Kehrer,44,DEF,West Ham,Chelsea,West Ham
622,538,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-42493,1020799,29343,71836,538,Divin Mubama,45,FWD,West Ham,Chelsea,West Ham
623,539,19,Chelsea,6,True,2023-08-20T15:30:00Z,3,1,2,90,1,0,0,1,0,0,0,1,0,0,0,23,44.8,23.0,25.0,9.3,1,0.85,0.04,0.89,2.45,60,-13163,131138,7579,20742,539,Lucas Tolentino Coelho de Lima,60,MID,West Ham,Chelsea,West Ham
624,541,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-3124,3729,0,3124,541,Gianluca Scamacca,60,FWD,West Ham,Chelsea,West Ham
625,542,19,Chelsea,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,24.4,30.9,6.0,6.1,1,0.00,0.01,0.01,2.45,50,20735,131348,30042,9307,542,Tomáš Souček,50,MID,West Ham,Chelsea,West Ham
626,543,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5733,12465,0,5733,543,Nikola Vlašić,45,MID,West Ham,Chelsea,West Ham
627,544,19,Chelsea,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,0.0,0.0,0.8,1,0.00,0.00,0.00,2.45,45,-4429,84883,3516,7945,544,Kurt Zouma,45,DEF,West Ham,Chelsea,West Ham
628,577,19,Chelsea,1,True,2023-08-20T15:30:00Z,3,1,2,21,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.18,45,-1146,9934,154,1300,577,Angelo Ogbonna,45,DEF,West Ham,Chelsea,West Ham
629,642,19,Chelsea,1,True,2023-08-20T15:30:00Z,3,1,2,9,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.1,0.0,0.2,0,0.00,0.00,0.00,0.13,50,-2135,8425,598,2733,642,Edson Álvarez Velázquez,50,MID,West Ham,Chelsea,West Ham
630,647,19,Chelsea,0,True,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,540,2264,631,91,647,Joseph Anang,40,GKP,West Ham,Chelsea,West Ham
631,664,24,Brighton,6,False,2023-08-26T16:30:00Z,1,3,3,90,1,0,0,1,0,0,0,1,0,0,0,24,46.2,1.2,49.0,9.6,1,0.91,0.01,0.92,1.52,60,163863,211481,179081,15218,664,James Ward-Prowse,60,MID,West Ham,Chelsea,West Ham
632,545,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,86,0,0,0,4,0,0,0,0,0,0,0,11,13.8,12.0,8.0,3.4,1,0.21,0.07,0.28,2.27,45,5422,38518,8143,2721,545,Rayan Aït-Nouri,45,DEF,Wolves,Brighton,Wolves
633,546,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1313,41245,1325,2638,546,Daniel Bentley,40,GKP,Wolves,Brighton,Wolves
634,547,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-699,81583,4589,5288,547,Bendegúz Bolla,40,DEF,Wolves,Brighton,Wolves
635,548,20,Brighton,1,True,2023-08-19T14:00:00Z,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,10.0,1.1,0,0.16,0.00,0.16,0.00,45,-349,12899,838,1187,548,Hugo Bueno López,45,DEF,Wolves,Brighton,Wolves
636,549,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-286,942,0,286,549,Francisco Jorge Tomás Oliveira,45,MID,Wolves,Brighton,Wolves
637,550,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-702,2213,0,702,550,Luke Cundle,45,MID,Wolves,Brighton,Wolves
638,551,20,Brighton,-1,True,2023-08-19T14:00:00Z,1,4,2,70,0,0,0,4,0,0,0,1,0,0,0,11,11.0,0.3,34.0,4.5,1,0.07,0.00,0.07,2.20,45,2998,24846,4419,1421,551,Craig Dawson,45,DEF,Wolves,Brighton,Wolves
639,552,20,Brighton,1,True,2023-08-19T14:00:00Z,1,4,2,54,0,0,0,4,0,0,0,0,0,0,0,3,9.4,14.1,21.0,4.5,1,0.45,0.00,0.45,1.95,55,-490,28130,3444,3934,552,Fábio Silva,55,FWD,Wolves,Brighton,Wolves
640,554,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-959,8549,628,1587,554,Gonçalo Manuel Ganchinho Guedes,54,MID,Wolves,Brighton,Wolves
641,555,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-415,9137,687,1102,555,Joe Hodge,44,MID,Wolves,Brighton,Wolves
642,556,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1169,8336,0,1169,556,Ki-Jana Hoever,40,DEF,Wolves,Brighton,Wolves
643,557,20,Brighton,5,True,2023-08-19T14:00:00Z,1,4,2,35,1,0,0,0,0,0,0,1,0,0,0,19,34.4,11.8,21.0,6.7,0,0.05,0.50,0.55,0.33,55,-560,10889,876,1436,557,Hwang Hee-chan,55,MID,Wolves,Brighton,Wolves
644,559,20,Brighton,1,True,2023-08-19T14:00:00Z,1,4,2,54,0,0,0,4,0,0,0,0,0,0,0,4,4.8,5.8,2.0,1.3,1,0.05,0.04,0.09,1.95,50,478,6503,1157,679,559,João Victor Gomes da Silva,50,MID,Wolves,Brighton,Wolves
645,560,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-668,6631,121,789,560,Jonathan Castro Otto,44,DEF,Wolves,Brighton,Wolves
646,561,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1370,19292,1035,2405,561,Bruno Cavaco Jordão,44,MID,Wolves,Brighton,Wolves
647,562,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-690,13922,1300,1990,562,Sasa Kalajdzic,50,FWD,Wolves,Brighton,Wolves
648,563,20,Brighton,-1,True,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,4,0,0,0,1,0,0,0,11,11.2,11.4,0.0,2.3,1,0.00,0.01,0.01,2.27,45,676,71470,4635,3959,563,Max Kilman,45,DEF,Wolves,Brighton,Wolves
649,564,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,85,74391,2970,2885,564,Tom King,40,GKP,Wolves,Brighton,Wolves
650,565,20,Brighton,2,True,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,4,0,0,0,0,0,0,0,9,12.6,2.5,9.0,2.4,1,0.69,0.01,0.70,2.27,50,264,4201,726,462,565,Mario Lemina,50,MID,Wolves,Brighton,Wolves
651,566,20,Brighton,-1,True,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,4,0,0,0,0,1,0,0,5,4.8,18.0,12.0,3.5,1,0.05,0.17,0.22,2.27,50,1713,23879,4019,2306,566,Matheus Luiz Nunes,50,MID,Wolves,Brighton,Wolves
652,567,20,Brighton,2,True,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,4,0,0,0,0,0,0,0,7,9.0,24.3,23.0,5.6,1,0.14,0.04,0.18,2.27,55,5287,24430,7679,2392,567,Pedro Lomba Neto,55,MID,Wolves,Brighton,Wolves
653,568,20,Brighton,0,True,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1988,12256,405,2393,568,Daniel Castelo Podence,54,MID,Wolves,Brighton,Wolves
